PNLIPRP1	1e-13
MPO	1e-13
SPX	1e-13
RBPJL	1e-13
SCNN1B	4.63898767404323e-13
PPBP	2.42426578965281e-12
KRT13	1.4182953052941e-11
PRSS1	1.58510266658206e-11
PNLIPRP2	3.26324411214081e-11
CEL	5.6163395132536e-11
IL10	8.48040491149118e-11
SAG	7.57339346075525e-10
IL19	8.45904855094541e-10
CACNA1H	1.04725218620394e-09
S100A8	1.19331440980318e-09
CFP	1.36802738825685e-09
SERPINB3	1.70499710423847e-09
SCNN1G	1.98197291602076e-09
PRSS2	2.15546224584275e-09
EPHA7	2.84268136251372e-09
DNAH9	4.55144801962065e-09
CALD1	6.13142506678098e-09
LAMB4	8.53717644484005e-09
SLC2A4	9.44943958658386e-09
TPM2	1.20282188531126e-08
SLC6A3	1.20282188531126e-08
GNMT	1.3778553671161e-08
ALDH1B1	1.67282698853126e-08
OR7C1	2.32783398632968e-08
POPDC2	2.53782237444442e-08
NAT1	2.54549671835594e-08
PPP1R12B	2.57266137497709e-08
ATP4A	2.98604101601779e-08
PYGM	3.06999787590858e-08
PISD	3.23886986327791e-08
CCKBR	3.35307260106331e-08
FCER2	3.64691472960096e-08
PRKG1	4.16811166201267e-08
FBXO32	4.16811166201267e-08
CFL2	4.56168212471906e-08
MYLK	5.01340831009775e-08
TNN	5.15271623192204e-08
SEC23A	5.48154445570368e-08
DBP	6.61721037582043e-08
HTR2B	7.45629404209673e-08
TPM1	8.06461944587401e-08
RDH12	8.88141047530913e-08
FLNA	9.001252102775e-08
MAP3K20	9.4059950821992e-08
MYL9	1.20821636728151e-07
ACTN1	1.20821636728151e-07
PENK	1.25937725426941e-07
DRD2	1.68425511589709e-07
TGFBR1	1.69867596905966e-07
RASGRF1	2.18747802261181e-07
SORBS1	2.26431694506793e-07
MAD1L1	2.30280576195723e-07
WNT9A	2.62220264123536e-07
KCNMB1	2.68461522574958e-07
KRIT1	3.17273131362549e-07
ASGR2	3.37966890500994e-07
CCL17	3.5474546816747e-07
SMYD1	3.75226082695325e-07
ITGA7	4.22313571005077e-07
PLA2G2C	5.19154841646058e-07
TEAD3	5.21062418586744e-07
CXCR1	5.21632482218655e-07
ESRRB	5.4042860746469e-07
LEP	5.68702403244848e-07
IRAG1	5.68702403244848e-07
ACTG2	5.69612023811214e-07
MYH11	6.61852400577771e-07
CHRNA3	6.9295394512266e-07
ANGPTL3	6.97694289113894e-07
ITGA1	6.97694289113894e-07
CETP	7.25082428010485e-07
CNTNAP1	7.53241596105184e-07
ACTA2	7.81042512773176e-07
CCR3	8.1565756748877e-07
PDE3A	9.25431927460006e-07
FGF5	9.53764997532109e-07
ARHGEF26	9.56009766757466e-07
KCNMA1	1.02406794509111e-06
GPSM3	1.03669397911766e-06
KRT15	1.03669397911766e-06
PDE5A	1.03669397911766e-06
MIR145	1.08648178764094e-06
C6	1.15894504283546e-06
PHF10	1.15942805868422e-06
DKK4	1.16278304423529e-06
ATP2B4	1.18729269724946e-06
PPP1R12C	1.31726932394944e-06
MPP4	1.47393994035983e-06
APC2	1.72605540693342e-06
ZEB1	1.77955976173176e-06
TAC1	1.78032075661574e-06
CASQ2	1.87041372436839e-06
A2M	1.89312586390418e-06
DMD	1.9355845827798e-06
PTPN11	1.97004359001438e-06
ITGB1	1.97340291863864e-06
UNC5D	2.01891870673364e-06
BMPR1A	2.02849673197131e-06
PLN	2.06426167398347e-06
PHOSPHO1	2.14740551016248e-06
BVES	2.39723490678722e-06
PEX1	2.47123347915091e-06
TNC	2.55194838569298e-06
TKT	2.62049622614742e-06
CXCR5	2.64926725790685e-06
ATP1A2	2.68526174488013e-06
S100A9	2.68526174488013e-06
PARVA	2.86892581884903e-06
NEK7	2.92942912572808e-06
KPNA4	2.93486259839286e-06
SLC10A1	2.96566091062111e-06
NCR3	3.04830265680769e-06
PPP1R12A	3.05899769808888e-06
PCYT1B	3.0789336550202e-06
DAAM2	3.45427031470744e-06
CXCR2	3.47720032902024e-06
SGCB	3.48232923338902e-06
DSC2	3.63323355602947e-06
ADCY5	3.66804860473833e-06
RAB9B	3.71865598056219e-06
FHL1	3.77081670696171e-06
SGCA	3.88627409440995e-06
DTNA	3.92167540711618e-06
ITGAD	4.02450481113946e-06
STX2	4.06757161947374e-06
HK2	4.09967974840034e-06
DGKI	4.11697530790136e-06
TACR2	4.63710441656986e-06
CACNA2D1	4.68549209302221e-06
CHRM2	4.73506196450572e-06
DOCK1	4.75400565897378e-06
ACSBG2	4.89310702027488e-06
RGMA	4.95260544172545e-06
CACNA1C	4.95260544172545e-06
VCL	5.20794630234769e-06
PPP1R14A	5.33382659673589e-06
SOCS5	5.42405696236556e-06
ICAM3	5.76029067877141e-06
FST	5.7741486138208e-06
SRF	5.98862037612914e-06
CCR7	6.19298506831024e-06
NRXN3	6.3264462171589e-06
CD79B	6.5147255538688e-06
KCNJ6	6.56229285510176e-06
NCAM1	6.62147705060548e-06
CASQ1	6.7556605008021e-06
PABPC4L	6.94827183206817e-06
CACNA1I	7.01318665380317e-06
NRG4	7.01318665380317e-06
GNAO1	7.13253518558946e-06
GABRA4	7.20945884252924e-06
CKM	7.27121789658923e-06
PGR	7.58959028855513e-06
TUBA1A	7.68728481232198e-06
NTN1	7.68728481232198e-06
RELN	7.78555930585314e-06
GREM1	7.80312789389099e-06
ICAM2	7.81221831220032e-06
CHRNA6	7.93511504389476e-06
PDE6A	7.95732698501453e-06
SGCD	8.27245374481655e-06
LTBP1	9.36069153752101e-06
SMC3	9.3726715498545e-06
DYNC1LI2	9.3785360337431e-06
C4B	9.69360440844455e-06
STAR	1.00527516494412e-05
GYG1	1.04770305195056e-05
BMP3	1.05593170762651e-05
TBC1D1	1.06148013972019e-05
B3GNT6	1.0900792361162e-05
FGF10	1.11717876053241e-05
SETD7	1.23478486647217e-05
MADCAM1	1.30822893534324e-05
EPAS1	1.30896561313069e-05
TRPC4	1.33981771486627e-05
CUL5	1.34017216796168e-05
TLN1	1.41845369368345e-05
ALDOB	1.42042562057994e-05
HCAR3	1.47132962560846e-05
GATM	1.59512734922704e-05
CD79A	1.71311993732975e-05
CDON	1.7132761517743e-05
BCL2A1	1.83678752360745e-05
KIF5B	2.02469103879903e-05
TNR	2.02967082840523e-05
ST6GALNAC5	2.07958315017336e-05
IL1RN	2.07958315017336e-05
GNA15	2.32371510026317e-05
CD274	2.39219992628403e-05
AOC3	2.46798203343094e-05
CD48	2.47975905951242e-05
HLA-DOB	2.48262984760262e-05
NEFM	2.52775131545841e-05
HPSE2	2.57994307368065e-05
CTNNA3	2.67543504834041e-05
ALDH1A2	2.83574115367962e-05
DUSP3	2.94511593706562e-05
CD27	3.01940028089707e-05
RAB11FIP5	3.04176503371181e-05
PRKD2	3.18757619247189e-05
NCAM2	3.37060128376567e-05
STAT5B	3.37310754986961e-05
APOBEC3A	3.51311261215753e-05
NBR1	3.60316705276944e-05
ACVR1	3.63016691915294e-05
RXFP1	3.6767392576595e-05
RYR3	3.78186681949714e-05
PRICKLE2	4.10821441073475e-05
FBP2	4.13286083910106e-05
TEAD1	4.19779846953214e-05
ITGA5	4.25600040882707e-05
SLITRK3	4.27189839602775e-05
SSTR5	4.35198968587417e-05
JAM3	4.35290025870479e-05
MEFV	4.64130046610175e-05
CALY	4.70097397419399e-05
DPYSL5	4.72500116882093e-05
SSTR3	4.85298275535203e-05
CYTH3	4.85518814440214e-05
ADCY9	4.85518814440214e-05
IL1B	4.87088629713855e-05
HRC	4.98693621127391e-05
ITGAV	5.07468341896656e-05
B3GALNT2	5.08552884372146e-05
NPR2	5.11473582215628e-05
ABCC8	5.38932589883787e-05
NFYB	5.46171025460652e-05
ZNF74	5.47544807954036e-05
