H2AC20	1e-13
SAG	1e-13
H3C2	1e-13
H2BC13	1e-13
B3GALT2	1e-13
IGF2	1e-13
HMGA2	1e-13
ZNF460	1e-13
H4C4	1e-13
KRT40	1e-13
ALDOB	1e-13
MEN1	1e-13
HSPA9	1e-13
GNRHR	1e-13
KRT10	1e-13
CKM	1e-13
HSP90AB1	1e-13
HSP90AA1	1e-13
HSPD1	1e-13
RAD21	1e-13
CPS1	1e-13
YWHAZ	1e-13
EBAG9	1e-13
H2BC17	1e-13
ENOPH1	1e-13
IL13RA2	1e-13
ATP6V1C1	1e-13
PSMD11	1e-13
NDUFV2	1e-13
IL19	1e-13
TAF4	1e-13
ACTL6A	1e-13
H4C5	1e-13
VAPB	1e-13
PTGES3	1e-13
CSE1L	1e-13
YWHAB	1e-13
CDC23	1e-13
PTH1R	1e-13
USP7	1e-13
SPDYE1	1e-13
ST3GAL3	1e-13
XDH	1e-13
PIGW	1e-13
GSPT1	1e-13
CLDN20	1e-13
PPID	1e-13
FANCI	1e-13
YWHAG	1e-13
TRAP1	1e-13
SYCP3	1e-13
SPDYA	1e-13
ATP6V1H	1e-13
SLN	1e-13
CALB1	1e-13
MEGF11	1e-13
MET	1e-13
CSTF1	1e-13
PPAT	1e-13
CHRM4	1e-13
PAICS	1e-13
IBSP	1e-13
PSME3	1e-13
PDCD10	1e-13
ETF1	1e-13
NECTIN4	1e-13
MAD2L1	1e-13
TOMM70	1e-13
AKR1B15	1e-13
CLTC	1e-13
HCRTR1	1e-13
HDAC8	1e-13
SQLE	1e-13
DPM1	1e-13
VDAC1	1e-13
CLDN18	1e-13
PSMD12	1e-13
HTR7	1e-13
PLK4	1e-13
MAD1L1	1e-13
CUBN	1e-13
NELFCD	1e-13
IL1A	1e-13
AURKA	1e-13
LIPG	1e-13
HSPA8	1e-13
VNN1	1e-13
PTK2	1e-13
TOPBP1	1e-13
PIK3CB	1e-13
MOCS3	1e-13
NAT8L	1e-13
HCCS	1e-13
SEPHS2	1e-13
ZNF623	1e-13
RAN	1e-13
CACNA1G	1e-13
DERL1	1e-13
SRSF1	1e-13
PTGDS	1e-13
CHMP5	1e-13
NUDT21	1e-13
HSPA1B	1e-13
GDF7	1e-13
EXOC2	1e-13
FCER2	1e-13
IDH3A	1e-13
SMC1A	1e-13
SPDYE5	1e-13
UBE2V2	1e-13
TJP2	1e-13
FOXP1	1e-13
TUBA1B	1e-13
CDK2	1e-13
CCNE2	1e-13
HEPHL1	1e-13
PCNA	1e-13
WNT3	1e-13
BRCA1	1e-13
LYPLA1	1e-13
TG	1e-13
ZNF564	1e-13
TRA2B	1e-13
FIP1L1	1e-13
STIP1	1e-13
TTI1	1e-13
NSF	1e-13
PPM1D	1e-13
TSHR	1e-13
H3C12	1e-13
PDE6C	1e-13
CPT1A	1e-13
NLGN1	1.1020824597286e-13
LAMB4	1.11543207156348e-13
PTPN1	1.26841149849146e-13
AASS	1.26841149849146e-13
WWP1	1.27065627109999e-13
AMT	1.39164875664713e-13
MLX	1.51685351492476e-13
RRM1	1.73818972666611e-13
ZNF689	1.96759663849386e-13
MT-CO2	1.97999945640556e-13
CDC27	1.98469083705001e-13
FAT4	2.30800046988104e-13
KLK2	2.74937178335758e-13
DNAH1	2.81451793363914e-13
NFS1	2.95842513847939e-13
PTDSS1	3.85501116469929e-13
SPATA2	4.09733199602801e-13
CALCOCO2	4.62188361684855e-13
DCTPP1	4.69747179141001e-13
RAB7A	6.4411257645103e-13
