MYH6	1e-13
CKMT2	1e-13
CTNNA3	1e-13
MYLK3	1e-13
HJV	1e-13
PYGM	1e-13
MYL3	1e-13
ATP1B4	1e-13
CHRND	1e-13
PDK4	1e-13
MYLK2	1e-13
ATP1A2	1e-13
ATP2A1	1e-13
CASQ1	1e-13
CACNG6	1e-13
SGCG	1e-13
SMYD1	1e-13
HRC	1e-13
AMPD1	1e-13
MYH7	1e-13
FHL1	1e-13
ENO3	1e-13
PRKAG3	1e-13
CACNA1S	1e-13
CACNG1	1e-13
FADS2	1e-13
RYR1	1e-13
TRDN	1e-13
SGCA	1e-13
CKM	1e-13
PHKG1	1e-13
CASQ2	1e-13
MEF2C	1e-13
SLN	1e-13
MYL2	1e-13
GPD1	1e-13
IP6K3	1e-13
PLN	1e-13
TAS1R1	1e-13
ACHE	1e-13
CARNS1	1e-13
MAPT	1e-13
NMRK2	1e-13
GSTM5	1e-13
TNNC1	1e-13
SCN5A	1e-13
ACTC1	1e-13
CRYAB	1e-13
NCAM1	1e-13
SLC8A3	1e-13
CHRNA1	1e-13
SCN1B	1e-13
ST8SIA5	1e-13
CACNB1	1.19228090209005e-13
CAV3	1.43663635622749e-13
COX6A2	5.20650936319604e-13
CAMK2B	7.98994175893752e-13
ALDH8A1	2.36610902254362e-12
SORBS1	3.26605655151725e-12
NDUFA11	9.34514929080572e-12
PLIN4	1.03555176957923e-11
PFKM	1.33104619199412e-11
DTNA	1.70491329677033e-11
FABP3	3.12889926986371e-11
C7	3.73783306993507e-11
ITGA7	7.73128044936425e-11
RASSF1	2.4432735155432e-10
MYL11	4.57879849777162e-10
SPP1	4.90181037193921e-10
SLITRK4	7.25180779802009e-10
PHOSPHO1	1.38131646418815e-09
IL11RA	1.44423536835348e-09
FANCG	1.61263874845617e-09
PGF	1.69367870744611e-09
MYH14	1.87874383631827e-09
FMO3	3.54357259652407e-09
SLC2A4	4.72055874461874e-09
GSTK1	5.04690491003731e-09
LBP	5.31159642809938e-09
UQCRHL	5.753100193089e-09
ETHE1	5.9111886879008e-09
ADH1B	5.9841843566278e-09
AQP1	8.22620354968347e-09
MYL4	1.03112475745662e-08
EXTL1	1.04094994462842e-08
NDUFB8	1.09980312552056e-08
DEPTOR	1.42881849546208e-08
GPX3	1.81201877064347e-08
ACSL6	1.93935366775125e-08
HSP90AB1	2.24015194248155e-08
PRKAA2	2.38768761001349e-08
SLC25A4	2.75784638367178e-08
ADCY2	3.03682327609377e-08
EGF	4.43898138149034e-08
LIN37	5.18121093617499e-08
VKORC1	5.48979082193946e-08
LAMTOR2	5.78413926726937e-08
MAFA	6.2535633422991e-08
SIRT6	6.61435877977346e-08
CHAD	6.92086805618315e-08
ABLIM2	6.98899744473566e-08
AGT	7.39304143010196e-08
DPM3	7.70452173539501e-08
WNT6	8.49669765021214e-08
ATRIP	9.56922547580544e-08
GLYCTK	1.03413792560466e-07
HCST	1.08340300573372e-07
DGKD	1.14067136843733e-07
PMVK	1.14423198310782e-07
ACAA1	1.27026222271221e-07
MYL6	1.44503968918539e-07
CLTCL1	1.52737850349454e-07
DYNLRB1	1.58230736829863e-07
NME3	2.27468866680469e-07
MUC5AC	2.28826351198369e-07
AMDHD2	2.29002296455986e-07
NDUFB11	2.67271170083446e-07
KCNJ11	2.69412850007463e-07
MPO	2.72721022796121e-07
U2AF1L4	2.74285741482012e-07
HSP90AA1	2.75800701439076e-07
ANK1	2.88470839466755e-07
GUK1	2.97077523886346e-07
SERPINB6	2.97077523886346e-07
IGF1	3.09334322249557e-07
PYCARD	3.16659068241258e-07
QARS1	3.65063728799311e-07
RPS3	3.79190446737566e-07
CEL	3.79653316933875e-07
ATP5PO	3.89772106062063e-07
TPM2	4.24385265962982e-07
NRF1	4.29628931168629e-07
ATP5F1D	4.36749227729766e-07
PKIA	4.37902338966654e-07
ABAT	4.46772719917777e-07
PSMD11	4.78893731471677e-07
PLCD1	4.8538850091865e-07
SSH2	5.25226203513162e-07
SH3GLB2	6.27850127569519e-07
BAX	6.45564068350191e-07
MPST	6.78940065647546e-07
CD79B	7.21680842795665e-07
ATP5ME	7.49665538908292e-07
RALGDS	7.49665538908292e-07
AP2S1	7.51548123476281e-07
TUBB4A	8.09393552680406e-07
NTRK1	8.1103928123751e-07
CEBPE	8.19945538840542e-07
TMSB4X	8.31720988040294e-07
SGCD	8.38551323991839e-07
PSMD2	9.09341951237863e-07
TRADD	9.66678270669431e-07
ERBB4	1.11624868701157e-06
CLEC1B	1.13730677757234e-06
POPDC2	1.28261066788423e-06
STX8	1.31737459667565e-06
CHMP2A	1.3297181498967e-06
ZBTB16	1.36143937923674e-06
PGLS	1.40443916496809e-06
TSPO	1.42908749957767e-06
KLC1	1.44318993326211e-06
SLC2A5	1.49193720887788e-06
ANGPTL4	1.51284015866362e-06
EEF1A2	1.52036728488793e-06
CFL2	1.58206234097599e-06
RAB13	1.68920647780108e-06
EPHA7	1.68920647780108e-06
SSTR5	1.81430183678257e-06
BIN1	1.9347665797173e-06
PTGDS	2.08304941962376e-06
ZNF205	2.14736167098683e-06
NDUFA3	2.30949355028035e-06
ARSA	2.48099103351186e-06
TTI1	2.48144872988973e-06
PRPH	2.6799159501683e-06
F13A1	2.77299470887103e-06
SAT1	2.79020777948287e-06
NDUFB7	2.83739897710167e-06
HSPD1	2.84225352704243e-06
MAP3K6	3.08060630866582e-06
UQCRQ	3.14000293857312e-06
TRAP1	3.18303213846516e-06
LCLAT1	3.2623740796154e-06
TNFRSF25	3.28588014689468e-06
KRT9	3.4236191177128e-06
ZNF688	3.47330071203706e-06
BABAM1	3.51345985854638e-06
EVL	3.60436182578536e-06
SENP2	3.68686774857038e-06
GDPD3	3.85996263408124e-06
THBS3	4.19211755904168e-06
BIRC3	4.34626954469392e-06
RPS6	4.36195887663209e-06
VAMP8	4.58328203040682e-06
BID	5.14290856829115e-06
LCAT	5.30715362043817e-06
GALK1	5.36029032199196e-06
PSENEN	5.45872932541007e-06
STX10	5.54268746661614e-06
SFN	5.67775089622525e-06
UBA52	5.90056684856072e-06
WDR45	5.94982712351309e-06
HES4	6.01697776564217e-06
ZNF772	6.20521389711588e-06
TOMM7	6.27060970092292e-06
PGS1	6.27110578586387e-06
MGAM	6.38976964264069e-06
TXK	6.53643956927359e-06
ID1	6.55908744520788e-06
PLCE1	7.26281922324877e-06
TAF4B	7.61517655232559e-06
NDUFB2	7.6506329272593e-06
PPP1R12C	7.74626410832019e-06
SHC4	7.78570194503045e-06
TYMP	7.81347723196072e-06
CSNK2B	7.81751132168802e-06
TCL1A	8.21864857397011e-06
S100A8	8.30554693084592e-06
PLXNB1	8.30554693084592e-06
TLE6	8.68470528762198e-06
CAMK2A	8.68470528762198e-06
HRAS	8.89207161917648e-06
CD19	8.92638825713392e-06
COX6B1	8.92638825713392e-06
MAP2K2	9.04086955704425e-06
RPA2	9.08568645971148e-06
CSNK1E	9.81635759906551e-06
CAMP	1.02664585759704e-05
ATP6V1C1	1.09055212896663e-05
EBP	1.12878855437335e-05
KCNN3	1.13134223058621e-05
HGF	1.14430749046335e-05
MCCC1	1.15590184653415e-05
INHBE	1.21920596069626e-05
NEU4	1.24000664918937e-05
RAD21	1.34084851547658e-05
IL17RC	1.34469110016515e-05
PPCDC	1.37989914230418e-05
DCTN3	1.39980471136793e-05
MPI	1.51438588053464e-05
NAGK	1.57068132091338e-05
KPNA4	1.69687674596382e-05
NPR1	1.73077913781939e-05
GNRH1	1.7367103473095e-05
COX4I2	1.75837864816845e-05
PPOX	1.76439457374906e-05
TMEM86B	1.78437301470546e-05
SHPK	1.80952809071291e-05
S100A9	1.85615591477273e-05
KRT37	1.90119025318441e-05
FUT7	1.91289841075969e-05
ACTL6A	1.96758071151006e-05
NUDT2	1.99924155416201e-05
AMOT	2.03619236992536e-05
PHKA1	2.08885641187899e-05
LTB4R2	2.10727373635112e-05
GMPS	2.15562493047697e-05
ARPC4	2.29834947017656e-05
ATG16L2	2.38812169676105e-05
EGFR	2.47502543820406e-05
LMNA	2.47893382327465e-05
CYTH2	2.49767496154351e-05
CLDN10	2.51264996142233e-05
CBLC	2.53650763123439e-05
MAPK11	2.55489485320636e-05
GUCY2D	2.58805222646371e-05
EBAG9	2.65761509397397e-05
MARS2	2.69203010792006e-05
GALT	2.7398829776524e-05
UBXN1	2.75871367239331e-05
FOXP1	2.75885918682947e-05
GALNT8	2.82555843828103e-05
IP6K2	2.89976051173248e-05
ANK2	2.94543236997567e-05
CD24	2.95573601545438e-05
RBBP8	2.98269283506534e-05
CLTA	2.99346827974884e-05
MSMO1	3.08130858602788e-05
CARD16	3.17559417363528e-05
CHD4	3.19994148837157e-05
FRS2	3.2417779340334e-05
ZNF763	3.27323864337745e-05
MVD	3.27553043897056e-05
NCF4	3.33401661458425e-05
CERS6	3.36665612041561e-05
HLA-G	3.37631423456592e-05
PLA2G4A	3.46332850936744e-05
SH3GL1	3.46890502142161e-05
ELOB	3.47785402507243e-05
FABP4	3.49900474606375e-05
PIPOX	3.53402836199014e-05
CXCL3	3.64604007702149e-05
NPRL2	3.705805419317e-05
BRK1	3.85654475980209e-05
DDX41	4.01465472478568e-05
PAFAH1B3	4.01716511948006e-05
REC8	4.04988735678454e-05
PTDSS2	4.05550548935026e-05
COL4A3	4.2139655663883e-05
EPN1	4.41554503019331e-05
PDIA6	4.55824147600632e-05
SQOR	4.70168269273014e-05
DUOX1	4.70168269273014e-05
PAK2	4.91699842714646e-05
H2BC6	4.94086894902431e-05
DLGAP1	5.15994266466359e-05
KPNA1	5.18605076447689e-05
TNFRSF14	5.19278734219163e-05
PTDSS1	5.26527188475049e-05
KRT16	5.45484785065984e-05
ERBB2	5.63999766090318e-05
SEC13	5.7679336349569e-05
PRKN	5.8214934781662e-05
VMP1	5.90262554898952e-05
UQCR10	6.05141411985085e-05
CDK5	6.16527111786159e-05
DAZAP1	6.21851775442989e-05
ATP5F1E	6.21851775442989e-05
CLTB	6.3069617066973e-05
NDUFS5	6.32601035799127e-05
H2AC20	6.41546547344866e-05
MAPK3	6.58591736069905e-05
DGKB	6.59509918421959e-05
PTPRR	6.64471721369586e-05
WTIP	6.76637711638035e-05
RGS14	6.79214531122999e-05
NDUFS6	6.80130204555135e-05
SRSF5	7.00434382763366e-05
ARPC3	7.32764011311343e-05
COX7A2	7.32895088082958e-05
BATF3	7.4897850432259e-05
TCIRG1	7.49440270446161e-05
IL27	7.76854657264737e-05
SMPD2	7.77523635216488e-05
FMO1	7.8578141821385e-05
WNT9A	8.51013131585622e-05
PIM1	8.8273689877749e-05
AKR1A1	8.84238057211467e-05
UPP1	8.84357794439184e-05
ATG7	8.92426661165393e-05
PHKG2	9.18321693825008e-05
ZNF229	9.39624297791653e-05
NUDT21	9.39624297791653e-05
CYFIP1	9.4327226432047e-05
TXN	9.52189902629956e-05
ZNF556	9.6269649730567e-05
WFS1	9.84970262219329e-05
KRT17	0.000100742165608233
RGL1	0.000106823202739619
OPA1	0.000108152660583648
FIS1	0.000110336639999757
CTNND1	0.000111480648177225
LTC4S	0.000112690858430493
ANAPC11	0.00011362854277779
PRKCQ	0.00011429035696556
VCAM1	0.000117869787608423
NDUFA2	0.000120310165349894
ALS2	0.000121265002364537
IL1RL1	0.000121995070553003
MVB12A	0.000122480830047937
CDK6	0.000123004884796391
ASGR1	0.000123179704574885
TNFSF4	0.000124975952640279
NOG	0.000125946752058829
HDAC10	0.000126729553998851
CHRNB1	0.000128260215662485
PNPLA6	0.000128297147603431
ESRRB	0.000131432362612375
SH3BP2	0.000133402433439991
DDO	0.000133402433439991
ARPC1A	0.00013361293929588
NCEH1	0.000134082707461682
ATG10	0.000135604813764159
IMPDH2	0.000138436019537744
PSMD7	0.000139323967062989
RACK1	0.000139569847187352
PSPH	0.000141307659538645
NDUFA9	0.000141530776410458
GADD45B	0.000141962913149504
RASGRP2	0.000142690825269615
ZNF623	0.000145495182908379
GUCA1B	0.000147191318991032
CD79A	0.000147191318991032
RIN1	0.000147191318991032
NDUFB1	0.000147922888487896
TP53I3	0.000148481717519304
HAL	0.000152547123283931
GAS1	0.000153662321110629
CLDN18	0.000155776469726887
RHOT2	0.000161222957425203
TNFRSF17	0.000162174393268308
ZBTB17	0.000163852737332909
HACD2	0.000164705025512181
GSK3B	0.000166695221516684
B4GALT5	0.000167243719606422
IGSF11	0.00017032646393542
NDUFS1	0.000171557272762032
PIP5KL1	0.000172766297731307
NDUFC2	0.00018365814801239
PSMD14	0.000188290593233204
COX6A1	0.000189872111493714
VEGFD	0.000195891078938334
PDXK	0.000197194986981429
IDUA	0.00020334568782419
SIPA1	0.000203762092687637
VPS8	0.000206990606229896
USE1	0.000214415191578777
NF1	0.000216287105405596
COL4A5	0.000217104981393297
COX7A1	0.000217212950408207
VAMP2	0.000217250754718767
PIP5K1B	0.000219514612391366
VPS16	0.000220740625126613
DVL3	0.000220939269775777
DAPK3	0.000224948572441857
SH2D2A	0.000227906865430164
PDK2	0.000235594566468626
SEC31B	0.000237927815622384
ANAPC1	0.000237927815622384
LAMTOR4	0.000242299688117633
KCNK3	0.000243485651952858
PDCD10	0.000247055035273042
MST1	0.000248113324157517
DGKG	0.000248403296664329
GNAQ	0.000259884660170487
CD22	0.000261806848422646
MITF	0.000264314363894677
ALDH1A2	0.000264339996778934
ENPP6	0.000268784160332392
CS	0.000269843835405737
HIBADH	0.000270820779399271
ATP6V1F	0.000276337942971469
GNA15	0.00028521051170853
RNF31	0.000288771551935705
FKBP8	0.000289731410831192
TNFRSF13B	0.000289731410831192
GCK	0.000290039955954682
SAT2	0.00029040417050814
SESN2	0.000305013453342452
RHOG	0.000305013453342452
SEMA3G	0.000309526115908557
NT5C	0.00031170897929091
